Term,Ont,N,DE,P.DE
extracellular matrix structural constituent,MF,163,7,1.7039500298721586e-4
nucleic acid binding,MF,4349,1674,3.845323352602965e-214
heterocyclic compound binding,MF,6241,2066,2.633498641629564e-179
organic cyclic compound binding,MF,6328,2077,3.0974508200326984e-175
DNA binding,MF,2518,1085,5.583664709651789e-168
nucleic acid binding,MF,4349,1632,1.2313395714932362e-192
heterocyclic compound binding,MF,6241,2025,1.6276011948312154e-161
organic cyclic compound binding,MF,6328,2038,1.5913919122672401e-158
DNA binding,MF,2518,1064,1.653230942286059e-156
olfactory receptor activity,MF,427,242,3.2283599293747544e-264
G protein-coupled receptor activity,MF,866,253,1.791022774362134e-186
transmembrane signaling receptor activity,MF,1277,256,1.9853212765876343e-144
signaling receptor activity,MF,1484,257,9.18737381967778e-129
molecular transducer activity,MF,1538,257,7.302490913716352e-125
odorant binding,MF,102,66,1.7268659843097291e-74
nucleic acid binding,MF,4349,590,1.7020511019166374e-66
heterocyclic compound binding,MF,6241,731,9.617138816421384e-59
organic cyclic compound binding,MF,6328,734,3.2643759415055767e-57
olfactory receptor activity,MF,427,117,3.2377471915389794e-122
G protein-coupled receptor activity,MF,866,121,6.547612346783358e-89
transmembrane signaling receptor activity,MF,1277,125,4.076999532164951e-73
signaling receptor activity,MF,1484,128,1.961764578454192e-68
molecular transducer activity,MF,1538,128,1.470991713560586e-66
odorant binding,MF,102,37,1.5787772254766308e-42
olfactory receptor activity,MF,427,195,6.875121694433222e-217
G protein-coupled receptor activity,MF,866,202,3.7876747108106817e-156
transmembrane signaling receptor activity,MF,1277,206,2.812177674995854e-125
signaling receptor activity,MF,1484,206,6.141022387952776e-112
molecular transducer activity,MF,1538,206,8.045682350097921e-109
odorant binding,MF,102,56,2.543369913599253e-65
DNA binding,MF,2518,88,3.2982564987441864e-20
nucleic acid binding,MF,4349,120,5.378924480595665e-20
heterocyclic compound binding,MF,6241,143,3.261896125652113e-17
organic cyclic compound binding,MF,6328,144,4.1867681752268035e-17
transcription regulator activity,MF,2053,72,2.577184045887988e-16
protein binding,MF,11807,1155,4.947126570134866e-38
binding,MF,15267,1367,8.623522139050448e-31
olfactory receptor activity,MF,427,197,3.080411695236829e-155
G protein-coupled receptor activity,MF,866,202,5.590593812745333e-93
transmembrane signaling receptor activity,MF,1277,209,1.4400127610191118e-66
signaling receptor activity,MF,1484,212,5.445361402158914e-57
molecular transducer activity,MF,1538,212,2.670926601906871e-54
odorant binding,MF,102,58,5.6881701664966805e-52
protein binding,MF,11807,1063,1.5951401851940532e-40
binding,MF,15267,1258,3.9183533684517745e-36
SNARE binding,MF,110,8,7.129363801256789e-8
syntaxin binding,MF,75,7,8.647110387493073e-8
syntaxin-1 binding,MF,26,5,1.5962375473130658e-7
olfactory receptor activity,MF,427,236,7.496042779492213e-246
G protein-coupled receptor activity,MF,866,248,3.095053652283042e-172
transmembrane signaling receptor activity,MF,1277,252,1.4111758797614877e-132
signaling receptor activity,MF,1484,255,2.648626282158431e-119
molecular transducer activity,MF,1538,255,1.7108706080283995e-115
odorant binding,MF,102,64,3.5646912535842554e-69
olfactory receptor activity,MF,427,255,2.366502537983759e-274
G protein-coupled receptor activity,MF,866,269,9.916978056204289e-194
transmembrane signaling receptor activity,MF,1277,272,1.6751190860708525e-148
signaling receptor activity,MF,1484,274,9.271696549158463e-133
molecular transducer activity,MF,1538,274,1.3280859761393225e-128
odorant binding,MF,102,67,3.066627128344524e-73
olfactory receptor activity,MF,427,245,1.1578221891494348e-249
G protein-coupled receptor activity,MF,866,258,1.0330703994007508e-172
transmembrane signaling receptor activity,MF,1277,261,3.1961231092711995e-130
signaling receptor activity,MF,1484,263,1.8175820404101438e-115
molecular transducer activity,MF,1538,263,1.396786289171504e-111
odorant binding,MF,102,66,6.863155676891953e-70
olfactory receptor activity,MF,427,65,3.5024063102350152e-56
G protein-coupled receptor activity,MF,866,67,1.3882382529691896e-38
transmembrane signaling receptor activity,MF,1277,72,1.3087579072776334e-32
signaling receptor activity,MF,1484,72,1.7333179406872066e-28
molecular transducer activity,MF,1538,72,1.5831889751658373e-27
nucleic acid binding,MF,4349,763,2.456718905724805e-77
DNA binding,MF,2518,516,1.3784106870816857e-70
nucleic acid binding,MF,4349,334,4.185363632778657e-30
protein binding,MF,11807,447,1.0576014546236898e-16
binding,MF,15267,526,1.5415077091126857e-13
molecular_function,MF,17697,574,6.459496129528566e-11
ion binding,MF,6218,258,1.0553644000006115e-10
nucleic acid binding,MF,4349,735,5.998807306364427e-66
nucleic acid binding,MF,4349,940,1.211422759320386e-74
nucleic acid binding,MF,4349,1205,1.2165131046071398e-141
alpha-amylase activity,MF,5,1,0.0014635571762290356
alpha-amylase activity (releasing maltohexaose),MF,5,1,0.0014635571762290356
amylase activity,MF,6,1,0.0017560543034532694
chloride ion binding,MF,13,1,0.0038015356779836917
olfactory receptor activity,MF,427,243,1.1694214637772802e-256
G protein-coupled receptor activity,MF,866,258,2.0466422566377634e-183
transmembrane signaling receptor activity,MF,1277,264,9.856391010900295e-144
signaling receptor activity,MF,1484,265,1.3777370827027253e-127
molecular transducer activity,MF,1538,265,1.3778112041733763e-123
odorant binding,MF,102,62,2.0261858910235687e-65
nucleic acid binding,MF,4349,539,4.8243460745262835e-43
binding,MF,15267,1314,1.8945529422505266e-40
DNA binding,MF,2518,354,3.463635628109351e-37
olfactory receptor activity,MF,427,245,7.185448903769445e-257
G protein-coupled receptor activity,MF,866,255,3.022251251060671e-176
transmembrane signaling receptor activity,MF,1277,258,3.681254275471551e-134
signaling receptor activity,MF,1484,260,1.5887959170799757e-119
molecular transducer activity,MF,1538,260,1.1976164316173037e-115
odorant binding,MF,102,67,2.519090006013637e-73
olfactory receptor activity,MF,427,6,8.060697052619462e-7
G protein-coupled receptor activity,MF,866,6,4.6455637976570107e-005
type I interferon receptor binding,MF,17,2,8.748824659806918e-5
transmembrane signaling receptor activity,MF,1277,6,3.948160667176004e-4
extracellular matrix structural constituent,MF,163,18,9.689453206908624e-17
extracellular matrix structural constituent conferring tensile strength,MF,41,10,1.9957342169897174e-13
heterocyclic compound binding,MF,6241,64,5.176283647340716e-10
organic cyclic compound binding,MF,6328,64,9.706612401104032e-10
nucleic acid binding,MF,4349,51,1.5432638463419566e-9
transcription regulator activity,MF,2053,30,1.556232248644066e-7
DNA binding,MF,2518,32,1.2458666983590847e-6
DNA-binding transcription factor activity,MF,1699,25,1.958987532732824e-6
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,24,2.3615866334704032e-6
binding,MF,15267,98,1.8146705083225026e-5
structural constituent of ribosome,MF,202,87,5.224883475808992e-60
nucleic acid binding,MF,4349,1333,1.565684721697055e-178
heterocyclic compound binding,MF,6241,1625,2.3870430079995973e-147
organic cyclic compound binding,MF,6328,1637,8.3626882307814965e-146
DNA binding,MF,2518,874,8.439465164016643e-142
nucleic acid binding,MF,4349,1158,1.6618483502852075e-116
DNA binding,MF,2518,790,3.1405384583590396e-112
heterocyclic compound binding,MF,6241,1436,1.832973419580073e-95
organic cyclic compound binding,MF,6328,1444,4.097746064143817e-93
binding,MF,15267,1078,9.429830413654994e-19
protein binding,MF,11807,883,1.5321455625718666e-18
nucleic acid binding,MF,4349,396,6.238916232012702e-54
DNA binding,MF,2518,271,4.363128395356999e-47
nucleic acid binding,MF,4349,1329,6.133716430059593e-163
heterocyclic compound binding,MF,6241,1630,4.912705435170729e-134
organic cyclic compound binding,MF,6328,1640,1.3692796309945017e-131
protein-glutamine gamma-glutamyltransferase activity,MF,9,1,0.002633117320155698
"transferase activity, transferring amino-acyl groups",MF,18,1,0.005260454347287169
nucleic acid binding,MF,4349,741,4.0036918240794956e-108
heterocyclic compound binding,MF,6241,880,2.591567687583788e-85
nucleic acid binding,MF,4349,819,1.4085755674718973e-123
heterocyclic compound binding,MF,6241,970,4.4614315862187315e-97
organic cyclic compound binding,MF,6328,975,2.3769389549749245e-95
nucleic acid binding,MF,4349,454,3.0720462273215585e-78
nucleic acid binding,MF,4349,448,1.6262061345707717e-76
nucleic acid binding,MF,4349,457,8.005418996001712e-79
olfactory receptor activity,MF,427,17,1.4385582798788637e-14
G protein-coupled receptor activity,MF,866,21,1.1494136386354243e-13
transmembrane signaling receptor activity,MF,1277,21,1.7923786046868568e-10
molecular transducer activity,MF,1538,22,8.217925428233848e-10
signaling receptor activity,MF,1484,21,2.7406041066171e-9
olfactory receptor activity,MF,427,56,1.3763402365876062e-57
G protein-coupled receptor activity,MF,866,56,2.519057380834522e-40
transmembrane signaling receptor activity,MF,1277,59,1.647052321278528e-34
signaling receptor activity,MF,1484,59,6.0227482959083645e-31
molecular transducer activity,MF,1538,59,4.135865131465017e-30
odorant binding,MF,102,23,5.307645789499332e-29
olfactory receptor activity,MF,427,205,2.4700542470315247e-229
G protein-coupled receptor activity,MF,866,212,4.257691429276973e-164
transmembrane signaling receptor activity,MF,1277,214,5.77888321854794e-129
signaling receptor activity,MF,1484,214,4.371667742389532e-115
molecular transducer activity,MF,1538,214,7.623163363579818e-112
odorant binding,MF,102,62,7.304496292417801e-75
olfactory receptor activity,MF,427,230,3.2684161909771e-232
G protein-coupled receptor activity,MF,866,240,5.146543474999814e-159
transmembrane signaling receptor activity,MF,1277,243,3.366837524796319e-120
signaling receptor activity,MF,1484,246,1.2388468946756953e-107
molecular transducer activity,MF,1538,248,8.015282589299406e-106
odorant binding,MF,102,64,2.2111925394791664e-68
olfactory receptor activity,MF,427,252,9.287788403800676e-253
G protein-coupled receptor activity,MF,866,264,5.3790532886956945e-171
transmembrane signaling receptor activity,MF,1277,269,1.8334165144621727e-129
signaling receptor activity,MF,1484,272,3.941965870044244e-115
molecular transducer activity,MF,1538,272,3.927457905015585e-111
odorant binding,MF,102,68,2.9970455459630106e-71
olfactory receptor activity,MF,427,252,6.851238578397087e-270
G protein-coupled receptor activity,MF,866,265,1.5871902546482039e-189
transmembrane signaling receptor activity,MF,1277,269,3.0690162176482907e-146
signaling receptor activity,MF,1484,271,1.0088473257133058e-130
molecular transducer activity,MF,1538,271,1.2753962415394143e-126
odorant binding,MF,102,67,1.8733897913904386e-73
nucleic acid binding,MF,4349,752,1.3205085090170519e-73
DNA binding,MF,2518,527,3.225831623883211e-98
nucleic acid binding,MF,4349,732,6.667673603936433e-94
calcium ion binding,MF,705,23,2.0058883116443332e-13
nucleic acid binding,MF,4349,1326,1.4124556240202684e-113
binding,MF,15267,3249,1.2925746796789233e-97
heterocyclic compound binding,MF,6241,1671,1.4913367437337135e-94
protein binding,MF,11807,2692,4.579731221812523e-93
organic cyclic compound binding,MF,6328,1683,1.0174726022020734e-92
nucleic acid binding,MF,4349,327,8.665777554868412e-29
heterocyclic compound binding,MF,6241,412,9.819212566249792e-26
organic cyclic compound binding,MF,6328,415,2.2571303862565225e-25
olfactory receptor activity,MF,427,254,4.66340441405052e-248
G protein-coupled receptor activity,MF,866,267,1.9338546787645556e-166
transmembrane signaling receptor activity,MF,1277,271,1.3910651869397276e-123
signaling receptor activity,MF,1484,273,2.3277832530211482e-108
molecular transducer activity,MF,1538,273,2.087848798739845e-104
odorant binding,MF,102,68,2.427922643149611e-69
calcium ion binding,MF,705,37,7.668504513270686e-16
binding,MF,15267,2458,5.085108075141639e-60
molecular_function,MF,17697,2685,1.3418175945691713e-46
protein binding,MF,11807,1937,3.237005835524199e-34
vitamin D receptor binding,MF,15,3,5.049466163768143e-6
histone binding,MF,197,6,5.66391455445271e-6
nucleic acid binding,MF,4349,392,1.1609454466517656e-37
DNA binding,MF,2518,260,2.920789123151404e-32
heterocyclic compound binding,MF,6241,483,7.0519522597498845e-31
organic cyclic compound binding,MF,6328,486,2.7767337881923342e-30
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,185,3.2682772294295646e-28
DNA-binding transcription factor activity,MF,1699,192,4.681831767252968e-28
transcription regulator activity,MF,2053,215,5.106041467632071e-27
protein binding,MF,11807,1374,5.336275915164485e-36
molecular_function,MF,17697,1835,2.015545087560338e-33
binding,MF,15267,1655,5.643851089650557e-33
olfactory receptor activity,MF,427,231,4.204286105147457e-255
G protein-coupled receptor activity,MF,866,239,6.720106724427641e-179
transmembrane signaling receptor activity,MF,1277,242,1.2279378419280895e-139
signaling receptor activity,MF,1484,243,6.367554980037316e-125
molecular transducer activity,MF,1538,243,3.1023571144294625e-121
odorant binding,MF,102,66,4.9208005867239305e-77
protein binding,MF,11807,2205,5.350701721665774e-74
binding,MF,15267,2641,1.0441272035520985e-69
"DNA-binding transcription activator activity, RNA polymerase II-specific",MF,439,1,0.04239625333972952
RNA polymerase II proximal promoter sequence-specific DNA binding,MF,544,1,0.052400502279452255
proximal promoter sequence-specific DNA binding,MF,559,1,0.053825392306474984
nucleic acid binding,MF,4349,1014,8.0156108541464e-91
olfactory receptor activity,MF,427,213,9.409494734524573e-219
G protein-coupled receptor activity,MF,866,222,2.3649167676683233e-152
transmembrane signaling receptor activity,MF,1277,228,5.7215459510760156e-120
signaling receptor activity,MF,1484,234,2.8759039416256034e-111
molecular transducer activity,MF,1538,235,9.707713609609146e-109
odorant binding,MF,102,64,3.204363256296299e-72
rRNA (cytosine-C5-)-methyltransferase activity,MF,2,1,0.0012686638722736454
thiol-dependent ubiquitin-specific protease activity,MF,106,2,0.0019927267853388896
thiol-dependent ubiquitinyl hydrolase activity,MF,114,2,0.0022998160879023214
ubiquitinyl hydrolase activity,MF,114,2,0.0022998160879023214
cysteine-type endopeptidase activity,MF,116,2,0.0023798794624425284
C-methyltransferase activity,MF,4,1,0.002535841899820368
rRNA (cytosine) methyltransferase activity,MF,4,1,0.002535841899820368
ubiquitin-like protein-specific protease activity,MF,123,2,0.002670402550189901
magnesium ion binding,MF,213,3,0.0011084203849542362
glycosylated region protein binding,MF,2,1,0.0019514570310557033
O-acetyl-ADP-ribose deacetylase activity,MF,2,1,0.0019514570310557033
poly(ADP-ribose) glycohydrolase activity,MF,2,1,0.0019514570310557033
olfactory receptor activity,MF,427,34,2.2218558343745162e-24
G protein-coupled receptor activity,MF,866,35,1.2028583222055516e-15
odorant binding,MF,102,15,3.232669615063043e-15
transmembrane signaling receptor activity,MF,1277,36,2.010696974974151e-11
olfactory receptor activity,MF,427,263,7.975612603604484e-275
G protein-coupled receptor activity,MF,866,275,2.741809041508009e-187
transmembrane signaling receptor activity,MF,1277,281,3.01788260227079e-144
signaling receptor activity,MF,1484,284,6.086364478153439e-129
molecular transducer activity,MF,1538,284,1.1154293201233922e-124
odorant binding,MF,102,69,1.1875651609628597e-73
olfactory receptor activity,MF,427,238,3.2911245055953246e-239
G protein-coupled receptor activity,MF,866,251,1.0060980936384235e-165
transmembrane signaling receptor activity,MF,1277,257,1.035937122686821e-127
signaling receptor activity,MF,1484,259,3.0188637224473084e-113
molecular transducer activity,MF,1538,259,1.980642754070091e-109
odorant binding,MF,102,65,1.581300073790388e-68
olfactory receptor activity,MF,427,257,3.7188770923833365e-251
G protein-coupled receptor activity,MF,866,271,3.811767219105905e-169
transmembrane signaling receptor activity,MF,1277,274,1.5713578007086474e-124
signaling receptor activity,MF,1484,276,4.160711816780477e-109
molecular transducer activity,MF,1538,276,4.131295279948737e-105
odorant binding,MF,102,67,3.337994548024912e-67
olfactory receptor activity,MF,427,257,1.503242798181432e-263
G protein-coupled receptor activity,MF,866,271,1.2085587825843628e-181
transmembrane signaling receptor activity,MF,1277,274,1.745456520904052e-136
signaling receptor activity,MF,1484,276,8.192419845799818e-121
molecular transducer activity,MF,1538,276,1.0210815356967478e-116
odorant binding,MF,102,67,5.080189166361117e-70
olfactory receptor activity,MF,427,255,1.4465207274769332e-260
G protein-coupled receptor activity,MF,866,267,2.968721431004945e-177
transmembrane signaling receptor activity,MF,1277,270,5.5053862845907984e-133
signaling receptor activity,MF,1484,272,1.2582430966631801e-117
molecular transducer activity,MF,1538,272,1.3133558921921898e-113
odorant binding,MF,102,67,3.904934043172632e-70
olfactory receptor activity,MF,427,1,0.04124956565726812
olfactory receptor activity,MF,427,242,2.3756829753570654e-244
G protein-coupled receptor activity,MF,866,259,9.13480045938627e-174
transmembrane signaling receptor activity,MF,1277,264,4.5654586171021625e-133
signaling receptor activity,MF,1484,266,4.46622719548956e-118
molecular transducer activity,MF,1538,266,3.9308882903843144e-114
odorant binding,MF,102,67,1.3884312434611513e-71
DNA binding,MF,2518,193,8.406005769083878e-30
nucleic acid binding,MF,4349,235,5.682532765680448e-39
organic cyclic compound binding,MF,6328,281,7.006260505719969e-33
cholate-CoA ligase activity,MF,1,1,0.0020499804763765006
gamma-glutamylaminecyclotransferase activity,MF,1,1,0.0020499804763765006
"inositol-1,4,5-trisphosphate 6-kinase activity",MF,1,1,0.0020499804763765006
inositol tetrakisphosphate 3-kinase activity,MF,1,1,0.0020499804763765006
inositol tetrakisphosphate 5-kinase activity,MF,1,1,0.0020499804763765006
olfactory receptor activity,MF,427,252,1.0980420440415931e-236
G protein-coupled receptor activity,MF,866,267,2.306925217605612e-158
transmembrane signaling receptor activity,MF,1277,272,9.054778689069499e-117
signaling receptor activity,MF,1484,274,1.1844405041278767e-101
molecular transducer activity,MF,1538,274,9.449042717377112e-98
odorant binding,MF,102,68,2.0234933671700822e-67
insulin receptor binding,MF,22,3,8.6840442001912e-5
olfactory receptor activity,MF,427,256,5.809708765922504e-267
G protein-coupled receptor activity,MF,866,270,1.1949932482991604e-185
transmembrane signaling receptor activity,MF,1277,276,1.3205832919438458e-143
signaling receptor activity,MF,1484,279,1.2264405076675531e-128
molecular transducer activity,MF,1538,279,1.9183937606508377e-124
odorant binding,MF,102,67,3.480429000074153e-71
binding,MF,15267,2774,1.5555387785602557e-63
protein binding,MF,11807,2266,1.5233341110631505e-56
molecular_function,MF,17697,3040,1.5629443271924968e-50
olfactory receptor activity,MF,427,164,2.1790292066717732e-182
G protein-coupled receptor activity,MF,866,165,8.328672089486623e-127
transmembrane signaling receptor activity,MF,1277,167,9.877599040970558e-101
signaling receptor activity,MF,1484,168,3.6448296418442803e-91
molecular transducer activity,MF,1538,168,1.167662075997952e-88
odorant binding,MF,102,50,1.0629492228498593e-59
olfactory receptor activity,MF,427,93,1.2927714163208274e-67
G protein-coupled receptor activity,MF,866,94,1.1337998621251875e-40
transmembrane signaling receptor activity,MF,1277,98,8.20997846055427e-30
odorant binding,MF,102,31,1.418249837805205e-27
signaling receptor activity,MF,1484,101,1.423876762676943e-26
molecular transducer activity,MF,1538,101,2.3303361634232816e-25
protein binding,MF,11807,69,1.656840495500018e-5
cytoskeletal protein binding,MF,977,14,6.005118104552974e-5
tubulin binding,MF,336,8,9.129506582079365e-5
binding,MF,15267,79,1.1350119415846099e-4
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,17,3.546049278195344e-4
phosphoprotein binding,MF,83,4,4.3164906707898016e-4
microtubule binding,MF,246,6,6.324203229194245e-4
protein binding,MF,11807,164,6.998511673031686e-9
binding,MF,15267,191,1.2445158552238717e-7
molecular_function,MF,17697,207,9.557755049724848e-7
tubulin binding,MF,336,14,1.347166655883913e-5
cytoskeletal protein binding,MF,977,25,3.6341200694384996e-5
protein binding,MF,11807,131,2.615115078401295e-7
binding,MF,15267,151,1.295093119732442e-5
molecular_function,MF,17697,164,9.521394191268663e-5
"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",MF,57,5,1.1573454526142081e-4
Ral GTPase binding,MF,15,3,2.456240998585865e-4
exodeoxyribonuclease III activity,MF,4,2,4.1579655681631876e-4
"protein binding, bridging",MF,170,7,5.939097282726803e-4
protein binding,MF,11807,268,1.8660906600259715e-10
binding,MF,15267,319,7.596623159316582e-10
DNA-binding transcription factor activity,MF,1699,66,1.224646544121685e-9
transcription regulator activity,MF,2053,74,2.7016105943778973e-9
DNA binding,MF,2518,84,6.875609400827651e-9
molecular_function,MF,17697,348,1.1222163430350523e-8
nucleic acid binding,MF,4349,122,3.462310421034758e-8
protein binding,MF,11807,1267,2.9291752242370454e-45
enzyme binding,MF,2217,41,3.811478024370113e-12
protein binding,MF,11807,97,1.0934702040316063e-8
GTPase binding,MF,541,17,1.365559665905834e-8
Ras GTPase binding,MF,429,14,1.816228569922951e-7
small GTPase binding,MF,443,14,2.6806321254672825e-7
protein binding,MF,11807,331,3.0854886172307995e-15
protein binding,MF,11807,136,2.3557724965918564e-10
binding,MF,15267,152,3.773378301876202e-7
ribonuclease P RNA binding,MF,10,2,1.9156480081417094e-4
ribonuclease P activity,MF,12,2,2.802132964996992e-4
sodium-independent organic anion transmembrane transporter activity,MF,16,2,5.067691546279865e-4
tRNA-specific ribonuclease activity,MF,17,2,5.735734715054961e-4
fatty acid peroxidase activity,MF,1,1,0.0020987895353377084
monoamine oxidase activity,MF,1,1,0.0020987895353377084
interferon-gamma binding,MF,1,1,0.0010249902381883613
interferon binding,MF,2,1,0.0020489798513575463
olfactory receptor activity,MF,427,252,1.1396498555191915e-261
G protein-coupled receptor activity,MF,866,267,1.1048417009408382e-183
transmembrane signaling receptor activity,MF,1277,270,3.621450745291224e-139
signaling receptor activity,MF,1484,272,1.068081849925866e-123
molecular transducer activity,MF,1538,272,1.2414131460565457e-119
odorant binding,MF,102,67,1.3884312434611513e-71
olfactory receptor activity,MF,427,257,1.545442343200805e-256
G protein-coupled receptor activity,MF,866,270,2.2894422788039648e-173
transmembrane signaling receptor activity,MF,1277,274,1.0726111694964219e-129
signaling receptor activity,MF,1484,277,4.802674087313859e-115
molecular transducer activity,MF,1538,277,5.533463566533495e-111
odorant binding,MF,102,67,1.969136007566249e-68
olfactory receptor activity,MF,427,242,5.893467265450006e-249
G protein-coupled receptor activity,MF,866,252,7.515890787786634e-170
transmembrane signaling receptor activity,MF,1277,255,1.5726236489423608e-128
signaling receptor activity,MF,1484,257,3.569495512509868e-114
molecular transducer activity,MF,1538,257,2.2442511036078128e-110
odorant binding,MF,102,67,1.0854779650001692e-72
nucleic acid binding,MF,4349,437,2.111051967883624e-27
DNA binding,MF,2518,293,4.3284135414782566e-27
heterocyclic compound binding,MF,6241,570,1.2238768318125289e-26
organic cyclic compound binding,MF,6328,572,1.5110098681230266e-025
metal ion binding,MF,4189,404,2.2522268593962745e-21
cation binding,MF,4279,407,2.0405070311156464e-20
ion binding,MF,6218,544,2.3671533847325872e-20
DNA-binding transcription factor activity,MF,1699,204,4.64616969026906e-20
transcription regulator activity,MF,2053,229,1.5735112829865337e-18
"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,1600,191,1.7067128434515041e-18
olfactory receptor activity,MF,427,254,1.27451607177601e-268
G protein-coupled receptor activity,MF,866,268,1.9892113902220943e-188
transmembrane signaling receptor activity,MF,1277,272,1.3085806630526808e-144
signaling receptor activity,MF,1484,273,5.884728887327824e-128
molecular transducer activity,MF,1538,273,7.571154758997756e-124
odorant binding,MF,102,67,2.3344053868490524e-72
olfactory receptor activity,MF,427,252,1.596122656298578e-266
G protein-coupled receptor activity,MF,866,264,7.818831124067757e-185
transmembrane signaling receptor activity,MF,1277,268,7.248942250318735e-142
signaling receptor activity,MF,1484,269,1.6286122124338174e-125
molecular transducer activity,MF,1538,269,1.7811515695328053e-121
odorant binding,MF,102,66,6.129322661851085e-71
olfactory receptor activity,MF,427,239,2.9892530840456326e-242
G protein-coupled receptor activity,MF,866,251,4.460082001219699e-167
transmembrane signaling receptor activity,MF,1277,258,4.866403502662041e-130
signaling receptor activity,MF,1484,260,1.7950436412708806e-115
molecular transducer activity,MF,1538,260,1.262124622795183e-111
odorant binding,MF,102,63,1.8979227878761e-65
olfactory receptor activity,MF,427,209,1.3348975347184448e-227
G protein-coupled receptor activity,MF,866,217,7.892273419427841e-162
transmembrane signaling receptor activity,MF,1277,220,5.5271633370866214e-127
signaling receptor activity,MF,1484,222,7.378658602663938e-115
molecular transducer activity,MF,1538,222,1.6388290936222091e-111
odorant binding,MF,102,62,1.2287440998557392e-72
patched binding,MF,8,1,3.904724716907726e-4
(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity,MF,1,0,1
(3S)-citramalyl-CoA lyase activity,MF,1,0,1
(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity,MF,1,0,1
(R)-2-hydroxyglutarate dehydrogenase activity,MF,1,0,1
(R)-3-amino-2-methylpropionate-pyruvate transaminase activity,MF,1,0,1
"(R,R)-butanediol dehydrogenase activity",MF,1,0,1
(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity,MF,1,0,1
(S)-3-amino-2-methylpropionate transaminase activity,MF,1,0,1
[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity,MF,1,0,1
[acyl-carrier-protein] S-acetyltransferase activity,MF,1,0,1
[heparan sulfate]-glucosamine 3-sulfotransferase 2 activity,MF,1,0,1
[methionine synthase] reductase activity,MF,1,0,1
[myelin basic protein]-arginine N-methyltransferase activity,MF,1,0,1
[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity,MF,1,0,1
[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity,MF,1,0,1
[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine O-N-acetyl-alpha-D-glucosaminase activity,MF,1,0,1
1-18:1-2-16:0-monogalactosyldiacylglycerol lipase activity,MF,1,0,1
N-acylsphingosine amidohydrolase activity,MF,6,1,0.0011709886315982576
olfactory receptor activity,MF,427,246,2.2914153437860963e-262
G protein-coupled receptor activity,MF,866,261,1.1469434976587576e-187
transmembrane signaling receptor activity,MF,1277,265,3.502202848402072e-145
signaling receptor activity,MF,1484,267,6.142128770030844e-130
molecular transducer activity,MF,1538,267,6.776648719617497e-126
odorant binding,MF,102,65,1.1651966388093438e-70
olfactory receptor activity,MF,427,242,1.0302556595748143e-257
G protein-coupled receptor activity,MF,866,254,3.5473970486708434e-181
transmembrane signaling receptor activity,MF,1277,261,2.237209599762047e-143
signaling receptor activity,MF,1484,263,2.046026624718472e-128
molecular transducer activity,MF,1538,263,1.9484476129558416e-124
odorant binding,MF,102,63,9.620889877202946e-68
catalytic activity,MF,5710,123,1.8383872729867241e-9
GTPase binding,MF,541,23,1.3216323931109876e-6
guanyl-nucleotide exchange factor activity,MF,214,14,1.326165134353812e-6
phosphoric ester hydrolase activity,MF,367,18,2.736934440563517e-6
molecular_function,MF,17697,261,7.640140075250076e-6
enzyme binding,MF,2217,54,1.1496952058713692e-5
carbonyl reductase (NADPH) activity,MF,5,3,2.370471237304115e-5
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",MF,119,9,3.407883069270014e-5
nucleic acid binding,MF,4349,419,1.4486358777662327e-40
heterocyclic compound binding,MF,6241,521,6.604696863080251e-35
protein binding,MF,11807,1624,4.3084014855969447e-38
binding,MF,15267,1945,2.9197610882269135e-29
molecular_function,MF,17697,2164,3.01157101979941e-27
olfactory receptor activity,MF,427,44,5.630614240456231e-39
G protein-coupled receptor activity,MF,866,45,6.330391197871658e-27
transmembrane signaling receptor activity,MF,1277,47,8.569536125151342e-22
signaling receptor activity,MF,1484,49,9.218079484960534e-21
molecular transducer activity,MF,1538,49,4.18441272243685e-20
odorant binding,MF,102,17,6.166966159425331e-19
olfactory receptor activity,MF,427,112,3.8866456128388765e-123
G protein-coupled receptor activity,MF,866,112,2.2568927990429683e-86
transmembrane signaling receptor activity,MF,1277,115,4.580941343385246e-71
signaling receptor activity,MF,1484,115,7.204060288839335e-64
molecular transducer activity,MF,1538,115,3.5209577351764122e-62
odorant binding,MF,102,39,1.5814994456183067e-48
