gene,annot
LEFTY1,CytokinesGrowthFactors
LEFTY2,CytokinesGrowthFactors
LEP,CytokinesGrowthFactors
LHB,CytokinesGrowthFactors
LIF,CytokinesGrowthFactors
LRSAM1,CytokinesGrowthFactors
LTA,CytokinesGrowthFactors
LTB,CytokinesGrowthFactors
LTBP1,CytokinesGrowthFactors
LTBP2,CytokinesGrowthFactors
LTBP3,CytokinesGrowthFactors
LTBP4,CytokinesGrowthFactors
MANF,CytokinesGrowthFactors
MDK,CytokinesGrowthFactors
MIA,CytokinesGrowthFactors
MIF,CytokinesGrowthFactors
MLN,CytokinesGrowthFactors
MSTN,CytokinesGrowthFactors
MYDGF,CytokinesGrowthFactors
NAMPT,CytokinesGrowthFactors
NDP,CytokinesGrowthFactors
NENF,CytokinesGrowthFactors
NGF,CytokinesGrowthFactors
NMB,CytokinesGrowthFactors
NODAL,CytokinesGrowthFactors
NPFF,CytokinesGrowthFactors
NPPA,CytokinesGrowthFactors
NPPB,CytokinesGrowthFactors
NPPC,CytokinesGrowthFactors
NPY,CytokinesGrowthFactors
NRG1,CytokinesGrowthFactors
NRG2,CytokinesGrowthFactors
NRG3,CytokinesGrowthFactors
NRG4,CytokinesGrowthFactors
NRTN,CytokinesGrowthFactors
NTF3,CytokinesGrowthFactors
NTF4,CytokinesGrowthFactors
NTS,CytokinesGrowthFactors
NUDT6,CytokinesGrowthFactors
OGN,CytokinesGrowthFactors
OSGIN1,CytokinesGrowthFactors
OSM,CytokinesGrowthFactors
OSTN,CytokinesGrowthFactors
OXT,CytokinesGrowthFactors
PDGFA,CytokinesGrowthFactors
PDGFB,CytokinesGrowthFactors
PDGFC,CytokinesGrowthFactors
PDGFD,CytokinesGrowthFactors
PDGFRA,CytokinesGrowthFactors
PDGFRB,CytokinesGrowthFactors
PDGFRL,CytokinesGrowthFactors
PDYN,CytokinesGrowthFactors
PENK,CytokinesGrowthFactors
PF4,CytokinesGrowthFactors
PF4V1,CytokinesGrowthFactors
PGF,CytokinesGrowthFactors
PLAU,CytokinesGrowthFactors
PMCH,CytokinesGrowthFactors
PNOC,CytokinesGrowthFactors
POMC,CytokinesGrowthFactors
PPBP,CytokinesGrowthFactors
PPBPP1,CytokinesGrowthFactors
PPBPP2,CytokinesGrowthFactors
PPY,CytokinesGrowthFactors
PRL,CytokinesGrowthFactors
PRLH,CytokinesGrowthFactors
PROK1,CytokinesGrowthFactors
PROK2,CytokinesGrowthFactors
PSPN,CytokinesGrowthFactors
PTH,CytokinesGrowthFactors
PTH2,CytokinesGrowthFactors
PTHLH,CytokinesGrowthFactors
PTN,CytokinesGrowthFactors
PYY,CytokinesGrowthFactors
QRFP,CytokinesGrowthFactors
RABEP1,CytokinesGrowthFactors
RABEP2,CytokinesGrowthFactors
REG1A,CytokinesGrowthFactors
RETN,CytokinesGrowthFactors
RETNLB,CytokinesGrowthFactors
RLN1,CytokinesGrowthFactors
RLN2,CytokinesGrowthFactors
RLN3,CytokinesGrowthFactors
RNASE2,CytokinesGrowthFactors
S100A6,CytokinesGrowthFactors
SAA1,CytokinesGrowthFactors
SAA2,CytokinesGrowthFactors
SBDS,CytokinesGrowthFactors
SCG2,CytokinesGrowthFactors
SCGB3A1,CytokinesGrowthFactors
SCT,CytokinesGrowthFactors
SECTM1,CytokinesGrowthFactors
SEMA3A,CytokinesGrowthFactors
SEMA3B,CytokinesGrowthFactors
SEMA3C,CytokinesGrowthFactors
SEMA3D,CytokinesGrowthFactors
SEMA3E,CytokinesGrowthFactors
SEMA3F,CytokinesGrowthFactors
SEMA3G,CytokinesGrowthFactors
SEMA4A,CytokinesGrowthFactors
SEMA4B,CytokinesGrowthFactors
SEMA4C,CytokinesGrowthFactors
SEMA4D,CytokinesGrowthFactors
SEMA4F,CytokinesGrowthFactors
SEMA4G,CytokinesGrowthFactors
SEMA5A,CytokinesGrowthFactors
SEMA5B,CytokinesGrowthFactors
SEMA6A,CytokinesGrowthFactors
SEMA6B,CytokinesGrowthFactors
SEMA6C,CytokinesGrowthFactors
SEMA6D,CytokinesGrowthFactors
SEMA7A,CytokinesGrowthFactors
SLIT1,CytokinesGrowthFactors
SLIT2,CytokinesGrowthFactors
SLURP1,CytokinesGrowthFactors
SPP1,CytokinesGrowthFactors
SST,CytokinesGrowthFactors
STC1,CytokinesGrowthFactors
STC2,CytokinesGrowthFactors
TAC1,CytokinesGrowthFactors
TDGF1,CytokinesGrowthFactors
TDGF1P3,CytokinesGrowthFactors
TG,CytokinesGrowthFactors
TGFA,CytokinesGrowthFactors
TGFB1,CytokinesGrowthFactors
TGFB2,CytokinesGrowthFactors
TGFB3,CytokinesGrowthFactors
THPO,CytokinesGrowthFactors
TNC,CytokinesGrowthFactors
TNF,CytokinesGrowthFactors
TNFRSF11B,CytokinesGrowthFactors
TNFSF10,CytokinesGrowthFactors
TNFSF11,CytokinesGrowthFactors
TNFSF12,CytokinesGrowthFactors
TNFSF13,CytokinesGrowthFactors
TNFSF13B,CytokinesGrowthFactors
TNFSF14,CytokinesGrowthFactors
TNFSF15,CytokinesGrowthFactors
TNFSF18,CytokinesGrowthFactors
TNFSF4,CytokinesGrowthFactors
TNFSF8,CytokinesGrowthFactors
TNFSF9,CytokinesGrowthFactors
TOR2A,CytokinesGrowthFactors
TRH,CytokinesGrowthFactors
TSHB,CytokinesGrowthFactors
TSLP,CytokinesGrowthFactors
TXLNA,CytokinesGrowthFactors
TYMP,CytokinesGrowthFactors
UCN,CytokinesGrowthFactors
UCN2,CytokinesGrowthFactors
UCN3,CytokinesGrowthFactors
UTS2,CytokinesGrowthFactors
UTS2B,CytokinesGrowthFactors
VEGFA,CytokinesGrowthFactors
VEGFB,CytokinesGrowthFactors
VEGFC,CytokinesGrowthFactors
VEGFD,CytokinesGrowthFactors
VGF,CytokinesGrowthFactors
VIP,CytokinesGrowthFactors
XCL1,CytokinesGrowthFactors
XCL2,CytokinesGrowthFactors
