chrom	start	end	id	tcga_analysis/reindex/TCGA-06-0675-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0678-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0680-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0681-11A-41R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-AABW-11A-31R-A36H-07.bam
chr8	60899983	60904990	CHESS4001___6089998360904990	5	12	2	11	19
chr8	60909083	60910926	LOC105375938___6090908360910926	3	4	7	2	7
chr8	60966121	60967748	LOC100130298___6096612160967748	16	28	18	17	57
chr8	61014964	61022813	CHESS4002___6101496461022813	6	27	4	11	32
chr8	61023793	61024279	CHESS4003___6102379361024279	2	1	3	2	10
chr8	61054117	61501645	CLVS1___6105411761501645	3163	1878	3535	3006	1307
chr8	61300509	61301064	CHESS4004___6130050961301064	36	15	44	25	6
chr8	61334885	61338934	CHESS4005___6133488561338934	42	17	48	27	6
chr8	61350119	61381767	LOC105375870___6135011961381767	193	96	199	128	38
chr8	61500556	61714782	ASPH___6150055661714782	16598	9936	17478	13194	8689
chr8	61785072	62100736	LOC101929628___6178507262100736	17	4	7	15	11
chr8	61807972	61825252	LOC105375871___6180797261825252	0	1	2	0	1
chr8	61828116	61831725	CHESS4006___6182811661831725	0	0	0	0	0
chr8	61875430	61876967	CHESS4007___6187543061876967	0	0	2	0	0
chr8	62248669	62999652	NKAIN3___6224866962999652	11204	5233	10959	6646	2754
chr8	62473217	62474269	RP11-577N1.1___6247321762474269	4	0	8	4	2
chr8	62714575	62742939	CHESS4008___6271457562742939	17	10	4	19	2
chr8	62977861	62984901	UG0898H09___6297786162984901	8184	3960	7602	5299	2164
chr8	63007894	63015152	LOC107986946___6300789463015152	104	82	109	89	27
chr8	63015079	63039051	GGH___6301507963039051	1253	1254	1635	1470	671
chr8	63058409	63086523	TTPA___6305840963086523	440	331	609	506	398
chr8	63167725	63168442	YTHDF3-AS1___6316772563168442	66	30	63	69	82
chr8	63168553	63212788	YTHDF3___6316855363212788	6702	6990	7612	5871	5365
chr8	63215981	63218034	RP11-16E18.3___6321598163218034	193	176	190	223	72
chr8	63276081	63314302	LOC105375873___6327608163314302	40	31	35	32	31
chr8	63413117	63417918	LOC105375875___6341311763417918	0	0	0	2	0
chr8	63435762	63457186	LOC105375874___6343576263457186	6	6	31	19	14
chr8	63465849	63475482	LOC102724612___6346584963475482	8	3	8	7	0
chr8	63687040	63691830	LOC105375876___6368704063691830	96	36	71	57	0
chr8	63703186	63743222	LOC107986947___6370318663743222	153	62	113	128	8
chr8	63769430	63785501	LINC01289___6376943063785501	85	33	56	55	1
chr8	63856943	64368558	LOC102724623___6385694364368558	153	137	204	188	40
chr8	64354517	64356182	LOC105375877___6435451764356182	0	6	0	2	0
chr8	64373218	64402513	MIR124-2HG___6437321864402513	5776	2937	7392	6328	835
chr8	64574308	64577263	LOC401463___6457430864577263	135	35	173	161	8
chr8	64577341	64585027	BHLHE22___6457734164585027	2428	753	2838	3028	99
chr8	64587763	64798791	CYP7B1___6458776364798791	2508	2356	2817	2383	4100
chr8	64798804	64817432	LOC105375879___6479880464817432	32	13	53	32	16
chr8	64800586	64817573	LOC105375878___6480058664817573	6	1	8	10	3
chr8	65006908	65017815	LOC105375880___6500690865017815	0	0	0	0	0
chr8	65160947	65184201	LINC00251___6516094765184201	2	27	8	1	119
chr8	65215978	65220407	LOC105375881___6521597865220407	0	0	1	0	1
chr8	65526438	65562666	LINC01299___6552643865562666	26	428	173	91	1077
chr8	65602456	65634217	ARMC1___6560245665634217	5295	4350	4897	5416	6257
chr8	65643873	65771261	MTFR1___6564387365771261	1999	2549	2693	2855	5067
chr8	65713278	65842574	PDE7A___6571327865842574	1664	2045	2245	2294	2989
chr8	65738508	65742172	LOC107986949___6573850865742172	48	31	63	31	44
chr8	65747705	65751434	LOC107986948___6574770565751434	29	40	55	35	35
chr8	65842752	65843331	CTD-2532N20.1___6584275265843331	14	20	8	13	25
chr8	65939875	65951733	LOC107986950___6593987565951733	0	2	0	3	1
chr8	65980072	66023491	LOC105375883___6598007266023491	4	1	3	4	8
chr8	66014983	66102986	DNAJC5B___6601498366102986	27	18	45	28	5
chr8	66112667	66175485	TRIM55___6611266766175485	21	18	39	36	9
chr8	66175428	66186685	CRH___6617542866186685	483	320	806	1386	88
chr8	66188811	66199567	LINC00967___6618881166199567	67	64	100	44	47
chr8	66198966	66432420	LOC102724687___6619896666432420	2142	1888	2210	2218	1649
chr8	66419587	66428977	RRS1-AS1___6641958766428977	4	7	11	20	8
chr8	66429028	66430986	RRS1___6642902866430986	1251	1443	1238	1650	1392
chr8	66432483	66471601	ADHFE1___6643248366471601	2705	1625	3117	2915	2656
chr8	66471446	66518556	C8orf46___6647144666518556	21723	16106	21433	19707	26041
chr8	66562175	66614247	MYBL1___6656217566614247	287	413	413	439	902
chr8	66613539	66614828	LOC105375884___6661353966614828	54	74	87	112	165
chr8	66630253	66667217	VCPIP1___6663025366667217	4413	3874	4599	3583	2820
chr8	66667552	66685572	C8orf44___6666755266685572	1236	964	2015	1411	1178
chr8	66667552	66863922	C8orf44-SGK3___6666755266863922	3162	2905	4487	3763	9629
chr8	66712418	66863922	SGK3___6671241866863922	1703	1795	2163	2087	8256
chr8	66767397	66768005	PTTG3P___6676739766768005	6	4	9	2	3
chr8	66870749	66926436	MCMDC2___6687074966926436	3200	3198	3544	4223	4587
chr8	66921684	66925542	SNHG6___6692168466925542	2931	2947	3221	3877	4322
chr8	66944290	66962592	TCF24___6694429066962592	28	39	39	31	16
chr8	66962671	67028578	PPP1R42___6696267167028578	144	63	179	134	71
chr8	67028578	67037612	LOC105375885___6702857867037612	1	2	8	1	2
chr8	67043034	67063372	COPS5___6704303467063372	5489	5677	6171	6613	7027
chr8	67062415	67197644	CSPP1___6706241567197644	1653	1430	2098	1743	1265
chr8	67164597	67169612	CHESS4009___6716459767169612	30	63	40	58	45
chr8	67174298	67343927	ARFGEF1___6717429867343927	6517	6000	7874	6031	4539
chr8	67308931	67311301	CHESS4010___6730893167311301	22	9	28	5	11
chr8	67343445	67491868	LOC102724708___6734344567491868	268	159	242	199	224
chr8	67422170	67747114	CPA6___6742217067747114	184	116	72	121	186
chr8	67554385	67623417	LOC105375886___6755438567623417	25	10	1	6	17
chr8	67951921	68237257	PREX2___6795192168237257	5150	4290	7448	4537	2280
chr8	68082051	68095535	LOC105375888___6808205168095535	326	263	538	212	134
chr8	68302239	68332183	C8orf34-AS1___6830223968332183	264	201	225	300	174
chr8	68330722	68819200	C8orf34___6833072268819200	1139	1077	1066	925	353
chr8	68840331	68858144	LOC107986951___6884033168858144	1	2	8	9	7
chr8	68911803	69104201	LINC01592___6891180369104201	3	3	4	9	6
chr8	68989327	69056455	CHESS4011___6898932769056455	1	1	1	4	4
chr8	69424870	69448244	LINC01603___6942487069448244	0	1	1	1	3
chr8	69466624	69660912	SULF1___6946662469660912	1558	1628	1674	1051	1122
chr8	69666979	69835064	SLCO5A1___6966697969835064	203	278	205	503	319
chr8	69710333	69721940	LOC105375889___6971033369721940	0	2	2	0	0
chr8	69834094	69859182	LOC101929759___6983409469859182	135	76	102	90	28
chr8	70051126	70071327	PRDM14___7005112670071327	2	0	0	3	2
chr8	70108223	70456446	NCOA2___7010822370456446	6306	5603	8300	5263	4277
chr8	70471106	70485925	LOC101926892___7047110670485925	2	6	73	2	34
chr8	70521982	70536600	LOC105375890___7052198270536600	1	1	1	0	1
chr8	70573199	70608459	TRAM1___7057319970608459	4099	4470	4490	4500	8794
chr8	70608180	70663279	LACTB2-AS1___7060818070663279	722	678	949	829	1430
chr8	70618853	70669361	LACTB2___7061885370669361	656	584	828	730	1363
chr8	70669365	71066635	XKR9___7066936571066635	411	212	627	306	109
chr8	71153850	71205470	LOC105375894___7115385071205470	285	97	388	269	99
chr8	71197433	71548241	EYA1___7119743371548241	731	268	1159	630	182
chr8	71547638	71553821	LOC102724772___7154763871553821	1	2	7	0	4
chr8	71549720	71555175	LOC105375892___7154972071555175	0	2	0	1	2
chr8	71731745	71737963	LOC107986890___7173174571737963	0	1	0	0	0
chr8	71807620	71844496	MSC___7180762071844496	969	2017	1204	963	218
chr8	71828156	72058181	MSC-AS1___7182815672058181	2497	3229	3059	2128	372
chr8	72021251	72094885	TRPA1___7202125172094885	1013	764	1277	790	96
chr8	72117338	72121448	CHESS4012___7211733872121448	2	5	6	4	0
chr8	72193585	72227255	LOC105375896___7219358572227255	105	39	178	64	3
chr8	72202752	72251738	LOC392232___7220275272251738	82	31	142	37	1
chr8	72516233	72533376	LOC105375897___7251623372533376	1	6	8	7	2
chr8	72537391	72945890	KCNB2___7253739172945890	1250	825	1795	1239	209
chr8	72732045	72751843	LOC101926908___7273204572751843	4	1	2	2	0
chr8	73008788	73068951	TERF1___7300878873068951	4118	3769	4963	4281	4576
chr8	73045760	73124088	SBSPON___7304576073124088	2368	2170	2770	2598	3081
chr8	73089458	73092623	CHESS4013___7308945873092623	1	0	0	2	10
chr8	73093287	73094189	CHESS4014___7309328773094189	0	0	0	0	4
chr8	73160177	73205359	LOC107986891___7316017773205359	5	1	5	8	1
chr8	73224411	73232674	LOC105375901___7322441173232674	0	1	2	0	0
chr8	73241364	73285718	C8orf89___7324136473285718	784	666	590	755	278
chr8	73289286	73294494	RPL7___7328928673294494	15925	14101	16761	18471	15185
chr8	73294602	73325730	RDH10___7329460273325730	595	1814	735	698	512
chr8	73310906	73356461	RDH10-AS1___7331090673356461	506	1553	620	601	448
chr8	73358708	73363916	RP11-434I12.3___7335870873363916	1	0	0	1	1
chr8	73367786	73370710	LOC105375899___7336778673370710	2	0	0	1	2
chr8	73416302	73747708	STAU2___7341630273747708	14590	10370	16235	11564	4950
chr8	73420004	73441518	STAU2-AS1___7342000473441518	2417	1494	2489	2175	775
chr8	73652262	73669031	LOC105375902___7365226273669031	200	131	49	128	133
chr8	73727843	73732897	RP11-463D19.1___7372784373732897	121	118	146	80	40
chr8	73780097	73878910	UBE2W___7378009773878910	6905	5272	6422	5778	3219
chr8	73879010	73904730	LINC01617___7387901073904730	5	8	8	6	4
chr8	73943333	73972666	TCEB1___7394333373972666	5563	5655	5591	6135	3757
chr8	73975839	73991274	TMEM70___7397583973991274	3521	6335	3404	3939	1929
chr8	73991275	74108157	LY96___7399127574108157	451	282	372	332	204
chr8	74199382	74208281	LOC105375903___7419938274208281	26	19	29	15	4
chr8	74231792	74321545	JPH1___7423179274321545	3114	2237	2789	2528	717
chr8	74321514	74488872	GDAP1___7432151474488872	17185	14695	20136	15602	5468
chr8	74590140	74633546	LOC105375904___7459014074633546	188	209	218	185	170
chr8	74599866	74758352	MIR2052HG___7459986674758352	259	258	319	241	225
chr8	74823403	74855049	PI15___7482340374855049	210	120	232	136	55
chr8	74891151	74910854	RP11-3N13.2___7489115174910854	0	0	0	1	0
chr8	74984473	75034558	CRISPLD1___7498447375034558	820	1409	880	672	1938
chr8	75111666	75137726	LOC105375905___7511166675137726	0	0	2	0	0
chr8	75222307	75324741	CASC9___7522230775324741	2	1	1	4	0
chr8	75407252	75570248	HNF4G___7540725275570248	99	91	121	50	61
chr8	76044520	76076034	LOC105375906___7604452076076034	4	3	0	1	0
chr8	76140885	76308494	LOC102724858___7614088576308494	11	3	3	5	1
chr8	76403998	76405105	RP11-706J10.2___7640399876405105	498	146	502	573	200
chr8	76406258	76524822	LINC01111___7640625876524822	56	12	66	57	13
chr8	76483959	76597607	LOC107986952___7648395976597607	14	7	30	16	14
chr8	76610389	76683676	ZFHX4-AS1___7661038976683676	225	266	282	355	463
chr8	76681219	76867402	ZFHX4___7668121976867402	1453	1375	2165	1803	4229
chr8	76729419	76736888	CHESS4015___7672941976736888	2	2	2	6	7
chr8	76973482	77001044	PEX2___7697348277001044	2507	2232	2825	2770	4147
chr8	76993414	77014908	LOC105375907___7699341477014908	277	326	369	305	533
chr8	77398965	77421357	LOC105375909___7739896577421357	0	1	2	2	0
chr8	77450697	77476331	LOC102724874___7745069777476331	0	0	0	0	0
chr8	78148101	78153913	RP11-91P17.1___7814810178153913	2	0	0	1	0
chr8	78167759	78665967	LOC105375911___7816775978665967	17786	12302	21133	15177	4980
chr8	78516101	78626950	PKIA___7851610178626950	17679	12280	21011	15102	4960
chr8	78533892	78558503	PKIA-AS1___7853389278558503	130	121	147	101	33
chr8	78666047	78723021	ZC2HC1A___7866604778723021	3171	2203	3591	2585	1052
chr8	78675870	78805523	IL7___7867587078805523	3211	2207	3725	2621	1122
chr8	78722847	78724374	LOC101241902___7872284778724374	5	4	15	6	3
chr8	78804472	78937681	LOC105375914___7880447278937681	22	200	30	44	35
chr8	78904143	78947527	LOC105375912___7890414378947527	12	24	17	8	13
chr8	78937565	78961579	LOC105375913___7893756578961579	46	49	40	29	67
chr8	79182879	79198502	LOC107986892___7918287979198502	1	0	0	1	1
chr8	79282079	79288805	LOC105375915___7928207979288805	0	0	0	0	0
chr8	79297714	79315618	RP11-1114I9.1___7929771479315618	1	0	2	0	2
chr8	79502417	79506420	CHESS4016___7950241779506420	0	0	0	0	0
chr8	79585936	79639408	LOC105375916___7958593679639408	5778	4311	7504	4257	840
chr8	79610542	79666175	STMN2___7961054279666175	60522	46901	75204	56774	12105
chr8	79724351	79726093	LOC107986893___7972435179726093	2	2	1	2	0
chr8	79743163	79748678	CHESS4017___7974316379748678	0	0	0	1	0
chr8	79764010	79767863	HEY1___7976401079767863	3852	3542	4232	3861	2576
chr8	79768062	79803002	LINC01607___7976806279803002	105	71	149	72	26
chr8	79769372	79871741	LOC101927040___7976937279871741	308	224	368	230	104
chr8	79918855	80030289	MRPS28___7991885580030289	2514	2196	2694	2696	2984
chr8	80030752	80171659	TPD52___8003075280171659	14940	12308	17098	12916	14201
chr8	80078605	80083964	LOC105375919___8007860580083964	344	2	355	236	1
chr8	80087356	80092224	LOC105375918___8008735680092224	346	257	353	236	249
chr8	80122852	80127670	RP11-92K15.1___8012285280127670	343	249	347	2	256
chr8	80177744	80231587	LOC105375920___8017774480231587	8	5	10	12	3
chr8	80440094	80451051	LOC105375922___8044009480451051	2	4	3	0	0
chr8	80484246	80485553	LOC105375921___8048424680485553	493	326	499	435	295
chr8	80485596	80526265	ZBTB10___8048559680526265	2169	2143	2499	2410	2508
chr8	80541300	80543104	RP11-48B3.4___8054130080543104	192	134	173	173	129
chr8	80627877	80884416	ZNF704___8062787780884416	5125	4249	6242	5159	7437
chr8	80874782	80876257	CHESS4018___8087478280876257	0	1	2	4	3
chr8	80908769	80915299	LOC107986894___8090876980915299	0	0	2	2	5
chr8	80964591	81112080	PAG1___8096459181112080	2520	2123	3031	2579	2964
chr8	81151730	81174634	LOC105375924___8115173081174634	79	65	128	123	25
chr8	81275399	81277570	RP11-363E6.4___8127539981277570	130	138	208	136	215
chr8	81280483	81295906	FABP5___8128048381295906	1269	2030	1436	1651	1427
chr8	81333505	81354742	LOC105375925___8133350581354742	91	93	134	88	50
chr8	81356774	81360953	LOC105375926___8135677481360953	10	8	5	5	12
chr8	81440325	81447716	PMP2___8144032581447716	25454	27661	24437	21088	32611
chr8	81458383	81461523	FABP9___8145838381461523	0	0	1	2	1
chr8	81461461	81579444	LOC101927118___8146146181579444	175	102	109	87	136
chr8	81478497	81483238	FABP4___8147849781483238	110	44	5	21	28
chr8	81524673	81590664	FABP12___8152467381590664	28	26	29	26	8
chr8	81656916	81686354	IMPA1___8165691681686354	4866	4740	4812	3307	3399
chr8	81693656	81694972	SLC10A5___8169365681694972	57	48	59	75	31
chr8	81696368	81698694	RP13-923O23.7___8169636881698694	152	179	211	142	71
chr8	81698433	81732619	ZFAND1___8169843381732619	2120	2201	2565	2741	1673
chr8	81732453	81759515	CHMP4C___8173245381759515	22	31	21	40	26
chr8	81799583	81842326	SNX16___8179958381842326	943	1039	1314	918	668
chr8	81841320	81854267	LOC105375928___8184132081854267	51	49	60	42	29
chr8	82108583	82160534	LOC105375929___8210858382160534	13	11	4	14	5
chr8	82160769	82179726	LOC105375930___8216076982179726	4	3	7	6	2
chr8	82442413	82632960	LOC105375931___8244241382632960	233	335	421	172	22
chr8	82523336	82536407	RP11-653B10.1___8252333682536407	17	10	35	9	0
chr8	82679687	82698129	LOC107986953___8267968782698129	2	0	0	0	0
chr8	82912104	82961924	LOC101927141___8291210482961924	30	23	29	17	1
chr8	83403758	83408900	LINC01419___8340375883408900	0	0	0	0	0
chr8	83673789	83693511	LOC105375932___8367378983693511	0	2	0	0	0
chr8	84170908	84175194	CHESS4019___8417090884175194	26	25	22	26	2
chr8	84182629	84921844	RALYL___8418262984921844	7223	6411	7788	6463	1612
chr8	84481506	84487775	LOC107986869___8448150684487775	99	1	0	0	23
chr8	85086572	85109584	LOC105375933___8508657285109584	48	58	84	47	50
chr8	85107088	85146533	LRRCC1___8510708885146533	1073	1093	1196	1175	1826
chr8	85172077	85177041	LOC102723322___8517207785177041	13	13	17	23	41
chr8	85177384	85214518	E2F5___8517738485214518	611	844	835	739	514
chr8	85214053	85221425	C8orf59___8521405385221425	1518	1667	1867	1915	1839
chr8	85221466	85243485	LOC105375936___8522146685243485	39	32	60	22	21
chr8	85230163	85230715	CA13___8523016385230715	11	2	11	10	4
chr8	85243666	85255849	LOC105375935___8524366685255849	22	54	26	26	10
chr8	85328229	85378154	CA1___8532822985378154	9	14	14	85	12
chr8	85438054	85449058	CA3___8543805485449058	205	135	192	213	208
chr8	85441806	85464915	CA3-AS1___8544180685464915	498	641	586	729	1524
chr8	85463095	85481585	CA2___8546309585481585	3998	6733	5142	6910	19422
chr8	85495699	85534661	LOC105375937___8549569985534661	3	2	3	2	2
chr8	85595964	85614320	CHESS4020___8559596485614320	2	2	0	2	2
chr8	85661470	85663497	REXO1L1P___8566147085663497	0	0	0	0	0
chr8	85735314	85737397	LOC101929601___8573531485737397	0	0	0	0	0
chr8	85744433	85746516	LOC101929627___8574443385746516	0	0	0	0	0
chr8	85775016	85776093	REXO1L2P___8577501685776093	0	0	0	0	0
chr8	85790269	85792352	LOC100288562___8579026985792352	0	0	0	0	0
chr8	85814656	85816736	LOC107986879___8581465685816736	0	0	0	0	0
chr8	85849852	85861644	LOC105375622___8584985285861644	18	18	18	22	22
chr8	85885765	85908567	CHESS4021___8588576585908567	4	24	16	12	46
chr8	85973793	85978606	LOC107986954___8597379385978606	18	8	8	8	33
chr8	86047109	86088621	PSKH2___8604710986088621	10	2	5	2	1
chr8	86098910	86154225	ATP6V0D2___8609891086154225	8	12	1	0	2
chr8	86180418	86212480	LOC105375623___8618041886212480	0	2	3	0	3
chr8	86213909	86230380	SLC7A13___8621390986230380	2	0	1	0	0
chr8	86332602	86344656	LOC105375624___8633260286344656	48	48	97	58	32
chr8	86342711	86469825	WWP1___8634271186469825	4381	4583	5353	4422	3738
chr8	86467116	86514348	RMDN1___8646711686514348	4705	3300	4942	4015	5716
chr8	86514423	86566900	CPNE3___8651442386566900	5308	4849	5242	4112	4915
chr8	86573608	86743675	CNGB3___8657360886743675	67	42	69	58	26
chr8	86763239	86783974	LOC107986895___8676323986783974	2	2	0	2	0
chr8	86866420	87487740	CNBD1___8686642087487740	14	55	24	23	25
chr8	87609773	87668431	LOC105375626___8760977387668431	2	3	1	1	2
chr8	87870743	87874068	DCAF4L2___8787074387874068	2	4	18	4	0
chr8	87877507	87972082	LOC105375628___8787750787972082	111	69	114	64	47
chr8	88027102	88327835	MMP16___8802710288327835	4194	2982	4610	3234	1373
chr8	88327844	88329467	RP11-586K2.1___8832784488329467	14	11	16	11	6
chr8	88551483	88599624	LOC105375629___8855148388599624	42	32	47	59	17
chr8	88659886	88665962	CHESS4022___8865988688665962	16	6	22	36	0
chr8	88710490	88719373	CHESS4023___8871049088719373	1194	435	981	970	220
chr8	88806420	88894340	LOC105375631___8880642088894340	400	154	406	286	60
chr8	88851227	88887809	LOC105375630___8885122788887809	303	120	266	202	35
chr8	88910605	88945464	LOC105375632___8891060588945464	13	3	10	8	1
chr8	89616705	89668966	RP11-37B2.1___8961670589668966	37	25	39	21	24
chr8	89713067	89757711	LOC101929709___8971306789757711	272	237	382	343	253
chr8	89757581	89798467	RIPK2___8975758189798467	1255	1338	1328	1229	1251
chr8	89901868	89927964	OSGIN2___8990186889927964	3499	3453	3837	3238	3890
chr8	89933336	89984733	NBN___8993333689984733	4474	4106	5120	3673	3018
chr8	90001337	90056985	DECR1___9000133790056985	3509	2962	3918	3877	3273
chr8	90058608	90082881	CALB1___9005860890082881	4584	1518	5152	4050	215
chr8	90221431	90477208	LINC00534___9022143190477208	283	301	392	253	358
chr8	90504178	90506643	LOC107986955___9050417890506643	1	4	0	0	0
chr8	90592775	90606063	LINC01030___9059277590606063	3	2	8	6	44
chr8	90621839	90645905	TMEM64___9062183990645905	1276	1424	1351	1376	4410
chr8	90645905	90688208	LOC102724670___9064590590688208	183	210	288	250	723
chr8	90690414	90791654	LOC105375633___9069041490791654	31	38	49	44	89
chr8	90791693	90959788	NECAB1___9079169390959788	22620	16881	27234	17069	18194
chr8	90806119	90812939	LOC105375635___9080611990812939	108	133	174	89	243
chr8	90844760	90953986	LOC105375634___9084476090953986	4086	2873	5410	2285	2244
chr8	90954880	90985257	C8orf88___9095488090985257	17905	13473	20933	14391	14956
chr8	90990344	91040975	TMEM55A___9099034491040975	3248	2314	3893	3446	3644
chr8	91042690	91044762	GS1-251I9.2___9104269091044762	0	0	0	0	1
chr8	91048659	91070189	OTUD6B-AS1___9104865991070189	5532	4643	6196	4875	4377
chr8	91070196	91101377	OTUD6B___9107019691101377	1861	1966	2128	2016	2338
chr8	91101832	91219236	LRRC69___9110183291219236	126	122	163	146	354
chr8	91209494	91398155	SLC26A7___9120949491398155	40	29	74	39	64
chr8	91260405	91263949	LOC105375637___9126040591263949	2	0	0	0	2
chr8	91856802	91860176	CHESS4024___9185680291860176	0	0	0	0	0
chr8	91954967	92103385	RUNX1T1___9195496792103385	3477	2453	4016	2732	744
chr8	92106168	92106449	CHESS4025___9210616892106449	8	1	3	2	1
chr8	92407875	92413717	LOC105375638___9240787592413717	0	2	0	0	0
chr8	92444501	92509802	LOC105375639___9244450192509802	37	33	24	32	15
chr8	92565443	92655494	LOC102724710___9256544392655494	5	0	3	0	0
chr8	92668635	92683663	LOC101926956___9266863592683663	13	2	12	0	12
chr8	92699351	92879502	FLJ46284___9269935192879502	141	50	127	106	111
chr8	92882938	93017727	TRIQK___9288293893017727	4404	2599	4876	3771	3133
chr8	93134095	93166850	C8orf87___9313409593166850	6	2	0	7	2
chr8	93156981	93174333	LOC105375644___9315698193174333	3	2	0	8	2
chr8	93213297	93340364	LOC107986956___9321329793340364	64	51	98	88	8
chr8	93225841	93297976	LOC105375643___9322584193297976	10	7	26	32	0
chr8	93327341	93343983	LOC105375642___9332734193343983	19	13	41	14	4
chr8	93346467	93700477	LINC00535___9334646793700477	465	399	498	445	145
chr8	93495348	93503823	LOC105375641___9349534893503823	14	9	11	5	3
chr8	93514590	93519317	CHESS4026___9351459093519317	0	0	0	0	0
chr8	93700252	93732041	FAM92A1___9370025293732041	3891	3494	4816	3880	2282
chr8	93715460	93741012	RBM12B___9371546093741012	3946	3920	4903	3893	3179
chr8	93740111	93740819	RBM12B-AS1___9374011193740819	58	52	72	50	29
chr8	93741193	93744614	LOC105375645___9374119393744614	21	26	18	14	4
chr8	93753771	93754743	CHESS4027___9375377193754743	0	0	0	0	0
chr8	93754844	93832653	TMEM67___9375484493832653	916	745	1309	905	270
chr8	93882512	93916682	LOC105375646___9388251293916682	37	75	35	23	10
chr8	93916855	93926327	PDP1___9391685593926327	21023	15580	19949	13985	3419
chr8	94093711	94104495	KB-1184D12.1___9409371194104495	6	0	6	3	3
chr8	94127162	94217303	CDH17___9412716294217303	144	47	111	51	63
chr8	94144186	94146030	LOC105375647___9414418694146030	11	4	15	6	7
chr8	94225566	94235024	LOC105375648___9422556694235024	2	0	3	1	1
chr8	94249249	94274397	GEM___9424924994274397	908	2487	914	2425	728
chr8	94306408	94308816	LOC107986896___9430640894308816	4	6	0	0	0
chr8	94371586	94475115	RAD54B___9437158694475115	1026	550	1104	920	571
chr8	94427712	94436952	FSBP___9442771294436952	623	308	650	534	378
chr8	94487777	94553518	KIAA1429___9448777794553518	3489	3543	4127	3625	3871
chr8	94553617	94571259	LOC101926977___9455361794571259	54	63	92	66	144
chr8	94637284	94640745	LOC100288748___9463728494640745	1	1	0	0	1
chr8	94640999	94707466	ESRP1___9464099994707466	56	51	92	70	15
chr8	94719703	94793848	DPY19L4___9471970394793848	2593	2267	3002	2417	5889
chr8	94823290	94894664	INTS8___9482329094894664	1912	2496	2576	2485	5893
chr8	94880224	94896671	CCNE2___9488022494896671	369	754	497	694	3694
chr8	94895271	95118496	NDUFAF6___9489527195118496	3372	2746	4201	3355	3747
chr8	94921640	94953115	TP53INP1___9492164094953115	1004	633	1158	875	1562
chr8	95065565	95087810	LOC105375650___9506556595087810	19	30	34	34	18
chr8	95132147	95158509	PLEKHF2___9513214795158509	774	562	745	746	722
chr8	95207007	95216374	LINC01298___9520700795216374	0	0	0	2	5
chr8	95243173	95270602	C8orf37___9524317395270602	635	474	796	687	674
chr8	95268836	95810143	C8orf37-AS1___9526883695810143	135	88	106	96	115
chr8	95940302	95945263	LOC107986957___9594030295945263	1	0	0	3	0
chr8	95946984	95948348	LOC100500773___9594698495948348	3	0	0	0	0
chr8	95969372	95985146	CHESS4028___9596937295985146	0	0	0	2	1
chr8	96142330	96160792	GDF6___9614233096160792	82	158	98	71	46
chr8	96173687	96235634	UQCRB___9617368796235634	19533	16093	21654	21146	12753
chr8	96235628	96239427	LOC101927039___9623562896239427	57	69	97	68	85
chr8	96236540	96261613	MTERF3___9623654096261613	1051	1059	1267	1365	1310
chr8	96261886	96334552	PTDSS1___9626188696334552	10514	16368	12082	9706	5280
chr8	96262349	96284102	LOC105375652___9626234996284102	373	599	451	268	157
chr8	96371926	96387438	LOC102724804___9637192696387438	10	3	12	2	3
chr8	96419774	96459420	LOC105375653___9641977496459420	7	8	8	8	8
chr8	96493654	96621838	SDC2___9649365496621838	5873	4778	6004	5423	3066
chr8	96604289	96608334	CHESS4029___9660428996608334	148	113	138	110	58
chr8	96645227	97144348	CPQ___9664522797144348	2229	1756	2222	2475	5620
chr8	96951864	97446497	LOC101927066___9695186497446497	8588	7262	9358	8395	6765
chr8	97143844	97165970	LOC105375655___9714384497165970	142	119	182	157	269
chr8	97250772	97281440	TSPYL5___9725077297281440	7087	6104	7783	6633	3160
chr8	97513045	97519353	LOC105375657___9751304597519353	0	0	0	0	1
chr8	97643972	97732071	MTDH___9764397297732071	10323	10003	12035	9968	16301
chr8	97775581	97852602	LAPTM4B___9777558197852602	5726	7477	7153	7128	8186
chr8	97869021	98036720	MATN2___9786902198036720	2557	4512	3436	3117	5436
chr8	98041710	98045590	RPL30___9804171098045590	14034	13814	14669	18572	22186
chr8	98064296	98099042	ERICH5___9806429698099042	99	60	162	107	51
chr8	98102339	98117190	RIDA___9810233998117190	3211	2488	3205	3729	2378
chr8	98117293	98159841	POP1___9811729398159841	824	723	831	769	545
chr8	98176485	98249600	LOC105375660___9817648598249600	4286	2565	5003	2766	643
chr8	98186740	98304995	NIPAL2___9818674098304995	4715	2886	5455	2985	681
chr8	98254094	98305689	LOC105375659___9825409498305689	302	250	318	175	25
chr8	98315749	98327168	LOC107986870___9831574998327168	9	2	12	2	12
chr8	98367398	98369628	CHESS4030___9836739898369628	1	0	2	0	1
chr8	98371355	98388247	KB-1458E12.1___9837135598388247	22	15	22	19	32
chr8	98427022	98432148	KCNS2___9842702298432148	2590	1443	3012	1776	207
chr8	98429677	98944329	STK3___9842967798944329	8649	4639	7954	5220	2272
